,depth,num,rpc_type,percentage
0,3,867,mq,0.0003669917164726854
1,5,393,mq,0.02035623409669212
2,10,585,mq,0.17094017094017094
3,2,267,rpc,0.04790065050266114
4,5,393,rpc,0.17461832061068702
5,9,523,rpc,0.9751434034416826
6,16,177,rpc,0.6949152542372882
7,1,864,memcached,0.9871031746031746
8,2,267,memcached,0.9155003613903676
9,6,253,memcached,0.5786561264822134
10,10,585,memcached,0.8273504273504273
11,23,67,memcached,0.10021321961620468
12,3,867,db,0.0018873859704309527
13,5,393,db,0.4074427480916031
14,6,253,db,0.21877470355731227
15,13,496,db,0.06854838709677419
16,2,267,http,0.00019712201852946967
17,6,253,mq,0.11324110671936755
18,13,111,mq,0.0661599099099099
19,15,413,mq,0.0774818401937046
20,16,177,mq,0.07909604519774012
21,23,67,mq,0.019189765458422176
22,1,864,rpc,0.012814153439153441
23,2,1127,rpc,0.1712511091393079
24,3,867,rpc,0.003355352836321694
25,3,1049,rpc,0.011439466158245943
26,4,100,rpc,0.07461832061068703
27,6,253,rpc,0.0893280632411067
28,13,111,rpc,0.06306306306306306
29,4,100,memcached,0.6811545801526723
30,8,507,memcached,0.003451676528599606
31,9,523,memcached,0.003824091778202677
32,13,496,memcached,0.8521505376344086
33,15,413,memcached,0.8571428571428571
34,1,864,db,8.267195767195767e-05
35,3,1049,db,0.0010486177311725452
36,15,413,db,0.06537530266343826
37,5,393,http,0.001272264631043257
38,2,267,mq,6.570733950982325e-05
39,3,1049,mq,9.532888465204957e-05
40,4,100,mq,0.030238549618320683
41,13,496,mq,0.0793010752688172
42,8,507,rpc,0.9733727810650888
43,23,67,rpc,0.6055437100213219
44,2,1127,memcached,0.8287488908606921
45,3,867,memcached,0.9943902694767744
46,3,1049,memcached,0.9874165872259296
47,5,393,memcached,0.39631043256997456
48,13,111,memcached,0.668918918918919
49,16,177,memcached,0.2259887005649717
50,2,267,db,0.036336158748932264
51,4,100,db,0.21398854961832026
52,8,507,db,0.02317554240631164
53,9,523,db,0.021032504780114723
54,10,585,db,0.0017094017094017096
55,13,111,db,0.2018581081081081
56,23,67,db,0.2750533049040512
57,1,56,mq,0.01767027083405764
58,1,56,rpc,0.19856238918054456
59,3,2029,rpc,0.0007392804337111878
60,4,1120,rpc,0.0017857142857142854
61,17,24,rpc,0.6170027383619613
62,24,17,rpc,0.27807486631016043
63,1,56,memcached,0.6879030786079344
64,11,139,memcached,0.5935251798561152
65,13,953,memcached,0.2476390346274921
66,14,411,memcached,0.6394160583941606
67,13,371,db,0.1326744534291704
68,3,9,http,0.0063097917234396965
69,9,3,http,0.04962491021520285
70,2,24,mq,0.045162431471610635
71,3,9,mq,0.1287707684726936
72,3,2029,mq,0.0004928536224741252
73,9,3,mq,0.14079832657761834
74,14,411,mq,0.06715328467153284
75,17,24,mq,0.018483943241224817
76,24,2,mq,0.2484907745939971
77,24,17,mq,0.0962566844919786
78,2,24,rpc,0.14377567677246675
79,11,139,rpc,0.12050359712230214
80,13,2646,rpc,0.002267573696145125
81,14,411,rpc,0.2316301703163017
82,24,2,rpc,0.18027803758183827
83,3,9,memcached,0.7116157085935654
84,9,3,memcached,0.1662106487492615
85,13,371,memcached,0.7771787960467206
86,14,420,memcached,0.8595238095238096
87,17,24,memcached,0.3046738859845653
88,24,17,memcached,0.3315508021390374
89,1,56,db,0.09322632374926118
90,2,24,db,0.09115681696935428
91,14,411,db,0.06180048661800488
92,14,420,db,0.06428571428571428
93,24,2,db,0.5059306181447156
94,1,56,http,0.002637937628202898
95,2,24,http,0.002651271622445239
96,8,108,mq,0.03477605512489231
97,11,139,mq,0.05935251798561152
98,13,371,mq,0.08805031446540881
99,14,420,mq,0.0761904761904762
100,3,9,rpc,0.09729508335732097
101,8,108,rpc,0.43093238587424615
102,9,3,rpc,0.36045514944833584
103,13,371,rpc,0.0020964360587002093
104,13,953,rpc,0.001049317943336831
105,2,24,memcached,0.7172538031641231
106,3,2029,memcached,0.9972893050763922
107,4,1120,memcached,0.9982142857142856
108,8,108,memcached,0.1652131782945733
109,13,2646,memcached,0.9871504157218444
110,24,2,memcached,0.06530056967944903
111,3,9,db,0.05600864785298655
112,3,2029,db,0.0014785608674223755
113,8,108,db,0.36907838070628746
114,9,3,db,0.2829109650095819
115,11,139,db,0.2266187050359713
116,13,953,db,0.7513116474291709
117,13,2646,db,0.01058201058201058
118,17,24,db,0.05983943241224793
119,24,17,db,0.29411764705882354
120,1,71,http,0.0014727615770218528
121,3,422,rpc,0.010533066655071964
122,8,314,rpc,0.7469922151450814
123,8,693,rpc,0.9797979797979798
124,1,5922,memcached,0.999324552516042
125,8,693,memcached,0.0021645021645021645
126,12,447,memcached,0.8143176733780759
127,8,314,db,0.03503184713375796
128,15,155,db,0.4939068100358425
129,2,70,mq,0.005946804951488796
130,3,422,mq,0.001793556241575721
131,4,302,mq,0.03807947019867549
132,6,301,mq,0.015333503705596729
133,16,293,mq,0.08532423208191127
134,1,71,rpc,0.1478417526629386
135,1,5922,rpc,0.0006754474839581223
136,2,70,rpc,0.06421007462143799
137,6,301,rpc,0.14822386915410166
138,11,206,rpc,1.0
139,12,447,rpc,0.0022371364653243847
140,2,70,memcached,0.9162596186015388
141,3,422,memcached,0.984205835036308
142,3,1050,memcached,0.9949783549783552
143,4,302,memcached,0.502558699578567
144,6,1250,memcached,1.0
145,8,314,memcached,0.2179759377211607
146,2,70,db,0.012192168385529582
147,4,302,db,0.3838049367850692
148,6,301,db,0.3534372604140046
149,2,70,http,0.0013913334400046614
150,3,422,http,0.00021740075655463282
151,1,71,mq,0.00958359774613813
152,3,1050,mq,0.0005194805194805196
153,15,155,mq,0.04444444444444443
154,3,1050,rpc,0.002424242424242424
155,4,302,rpc,0.07555689343768812
156,15,155,rpc,0.06093189964157705
157,16,293,rpc,0.6825938566552902
158,1,71,memcached,0.7943755669791351
159,6,301,memcached,0.4830053667262969
160,15,155,memcached,0.40071684587813655
161,16,293,memcached,0.23208191126279865
162,1,71,db,0.046726321034766254
163,3,422,db,0.003250141310491761
164,3,1050,db,0.0020779220779220784
165,8,693,db,0.01803751803751804
166,12,447,db,0.18344519015659955
167,5,417,mq,0.25
168,16,133,mq,0.008868324657798342
169,16,133,rpc,0.02217081164449585
170,5,197,memcached,0.7442893401015226
171,8,587,memcached,0.0034071550255536627
172,19,60,memcached,0.1190045794167273
173,2,958,db,0.027139874739039664
174,5,197,db,0.19974619289340093
175,8,587,db,0.018739352640545142
176,8,717,db,0.016736401673640166
177,16,133,db,0.484094852515905
178,19,60,db,0.2462882622318631
179,9,260,mq,0.11370192307692314
180,15,197,mq,0.02030456852791878
181,2,958,rpc,0.0020876826722338203
182,5,552,rpc,0.06702898550724637
183,6,222,rpc,0.12505362505362508
184,8,587,rpc,0.9778534923339012
185,9,260,rpc,0.03982371794871795
186,19,60,rpc,0.5974692697035445
187,2,958,memcached,0.9707724425887264
188,5,417,memcached,0.75
189,15,197,memcached,0.5456852791878173
190,5,552,db,0.48369565217391297
191,6,222,db,0.36786786786786796
192,13,2353,db,0.011474713132171695
193,15,197,db,0.3604060913705584
194,5,197,mq,0.0174492385786802
195,6,222,mq,0.04483054483054481
196,14,457,mq,0.07658643326039387
197,19,60,mq,0.03723788864786684
198,5,197,rpc,0.03851522842639593
199,8,717,rpc,0.9810719266786212
200,13,2353,rpc,0.002124946876328092
201,14,457,rpc,0.002188183807439825
202,15,197,rpc,0.07360406091370557
203,5,552,memcached,0.4492753623188406
204,6,222,memcached,0.4622479622479623
205,8,717,memcached,0.0021916716477385933
206,9,260,memcached,0.8260416666666658
207,13,2353,memcached,0.9864003399915002
208,14,457,memcached,0.8566739606126914
209,16,133,memcached,0.4848660111818006
210,9,260,db,0.020432692307692298
211,14,457,db,0.06455142231947482
212,2,167,http,0.0014699283603335962
213,6,41,http,0.0006664484490329129
214,13,28,http,6.219833806040703e-06
215,2,340,mq,0.010235294117647058
216,2,831,mq,0.0006016847172081829
217,6,41,mq,0.2073332920489156
218,10,6507,mq,0.1061933302597203
219,12,74,mq,0.06596625527261363
220,13,28,mq,0.1461038961038962
221,28,13,mq,0.07692307692307693
222,2,340,rpc,0.06611764705882353
223,2,831,rpc,0.07521058965102287
224,7,360,rpc,0.9666666666666668
225,16,32,rpc,0.1329332229580574
226,2,167,memcached,0.8745454826780539
227,2,956,memcached,0.8428347280334728
228,3,298,memcached,0.9713939153663892
229,3,2182,memcached,0.9637946837763521
230,6,41,memcached,0.5053065220532512
231,12,74,memcached,0.21910638962662107
232,16,32,memcached,0.5336644591611479
233,2,831,db,0.0018050541516245488
234,3,1016,db,0.0021199273167777106
235,6,41,db,0.19761670957297195
236,7,360,db,0.030555555555555555
237,13,28,db,0.3163158680400056
238,5,93,mq,0.014944414069619109
239,16,32,mq,0.030456677704194263
240,2,167,rpc,0.07700877315137154
241,2,956,rpc,0.1571652719665272
242,3,1016,rpc,0.0026120533010296786
243,3,2182,rpc,0.006645279560036663
244,5,259,rpc,0.14589078874793165
245,7,297,rpc,0.4175084175084176
246,13,28,rpc,0.14680051749017275
247,2,340,memcached,0.7947058823529409
248,2,441,memcached,0.9509379509379507
249,3,1016,memcached,0.994700181708056
250,5,259,memcached,0.578323221180364
251,6,626,memcached,0.6325878594249201
252,10,6507,memcached,0.6686645151375442
253,2,340,db,0.12870588235294114
254,2,441,db,0.002886002886002886
255,3,298,db,0.006234719980366058
256,5,259,db,0.2675124103695533
257,6,626,db,0.3306709265175719
258,7,297,db,0.3891293891293892
259,12,74,db,0.2958912669895335
260,2,340,http,0.00023529411764705883
261,2,441,http,0.00020614306328592044
262,3,298,http,0.0014347879440055134
263,2,167,mq,0.008788624301784027
264,2,441,mq,0.0008245722531436818
265,3,298,mq,0.0023551288949301037
266,3,1016,mq,0.0005678376741368867
267,5,259,mq,0.00827357970215113
268,6,626,mq,0.03514376996805112
269,7,297,mq,0.008177008177008177
270,1,2477,rpc,0.008074283407347598
271,2,441,rpc,0.045145330859616584
272,3,298,rpc,0.018581447814308216
273,5,93,rpc,0.07311496595258256
274,6,41,rpc,0.08907702787582837
275,6,626,rpc,0.001597444089456869
276,12,74,rpc,0.41903608811123255
277,1,2477,memcached,0.9919257165926524
278,2,831,memcached,0.9223826714801444
279,5,93,memcached,0.7721888099143439
280,7,297,memcached,0.1851851851851852
281,7,360,memcached,0.0027777777777777783
282,13,28,memcached,0.3907734985321191
283,28,13,memcached,0.9230769230769232
284,2,167,db,0.03818719150845592
285,3,2182,db,0.02956003666361136
286,5,93,db,0.1397518100634558
287,10,6507,db,0.2251421546027355
288,16,32,db,0.3029456401766004
289,7,185,mq,0.02286902286902287
290,13,552,mq,0.07789855072463768
291,15,432,mq,0.08101851851851853
292,18,149,mq,0.08724832214765099
293,2,731,rpc,0.001367989056087551
294,14,205,rpc,0.06341463414634146
295,15,189,rpc,0.07936507936507936
296,18,149,rpc,0.09563758389261744
297,14,205,memcached,0.3560975609756098
298,15,432,memcached,0.8472222222222222
299,13,68,db,0.34513138152579537
300,13,552,db,0.06340579710144928
301,18,149,db,0.5234899328859061
302,14,205,mq,0.07642276422764227
303,4,2265,rpc,0.0017660044150110375
304,13,68,rpc,0.4073789097064587
305,2,731,memcached,0.9958960328317372
306,13,68,memcached,0.2304851306120876
307,15,189,db,0.3624338624338624
308,13,68,mq,0.01700457815565731
309,15,189,mq,0.042328042328042326
310,7,185,rpc,0.4577962577962578
311,4,2265,memcached,0.9982339955849888
312,7,185,memcached,0.4345114345114345
313,13,552,memcached,0.8586956521739131
314,15,189,memcached,0.5158730158730158
315,18,149,memcached,0.2936241610738255
316,2,731,db,0.002735978112175102
317,7,185,db,0.08482328482328483
318,14,205,db,0.5040650406504065
319,15,432,db,0.07175925925925926
320,3,33,http,0.005602752274377421
321,3,433,http,0.00023216882339284185
322,3,1195,http,6.973500697350071e-05
323,2,80,mq,0.00694228187919463
324,8,148,mq,0.025379037574159533
325,12,170,mq,0.06678200692041522
326,3,267,rpc,0.017850421733952758
327,3,433,rpc,0.009604457641409148
328,7,288,rpc,0.04200542005420062
329,9,384,rpc,0.96875
330,3,33,memcached,0.5497238227249378
331,3,267,memcached,0.967634155822518
332,5,4951,memcached,0.1427994344576853
333,6,2465,memcached,0.6283975659229208
334,9,384,memcached,0.0026041666666666665
335,11,487,memcached,0.9281314168377824
336,3,433,db,0.003152608233439645
337,3,1195,db,0.0013249651324965127
338,7,288,db,0.4590531842818423
339,11,487,db,0.06981519507186858
340,12,170,db,0.21176470588235294
341,16,137,db,0.0145985401459854
342,2,80,http,0.0009651006711409368
343,3,267,http,0.000296170149751032
344,3,1317,http,0.00043388653867013776
345,9,13,http,0.017907806230089095
346,13,9,http,0.002560025794831025
347,3,33,mq,0.1603417160501578
348,3,1195,mq,0.00027894002789400284
349,6,2465,mq,0.03488843813387424
350,9,13,mq,0.09255075659635016
351,13,9,mq,0.2169814117851986
352,15,575,mq,0.034782608695652174
353,3,1195,rpc,0.003695955369595537
354,3,1317,rpc,0.004664280290703982
355,6,865,rpc,0.0034682080924855487
356,6,2465,rpc,0.035294117647058816
357,9,13,rpc,0.5153662344870953
358,11,487,rpc,0.002053388090349076
359,12,518,rpc,0.0019305019305019305
360,13,9,rpc,0.2392782512389365
361,16,137,rpc,0.043795620437956206
362,2,80,memcached,0.9215040268456371
363,3,433,memcached,0.9866319635372758
364,3,1195,memcached,0.9946304044630406
365,3,1317,memcached,0.9929493437466104
366,3,1625,memcached,0.9940000000000001
367,6,865,memcached,0.9965317919075144
368,12,170,memcached,0.507612456747405
369,15,575,memcached,0.6260869565217392
370,3,1317,db,0.001518602885345482
371,3,1625,db,0.00046153846153846164
372,5,4951,db,0.7146031104827307
373,6,2465,db,0.30141987829614597
374,8,148,db,0.2496704021094265
375,9,13,db,0.1033918491210881
376,12,518,db,0.1583011583011583
377,13,9,db,0.15279978306645942
378,13,1705,db,0.016422287390029325
379,3,267,mq,0.0013944677884111108
380,3,433,mq,0.0003788017644830578
381,3,1317,mq,0.00043388653867013776
382,5,4951,mq,0.14259745505958393
383,7,288,mq,0.0038109756097560975
384,2,80,rpc,0.060990604026845675
385,3,33,rpc,0.2120915900759712
386,3,1625,rpc,0.005538461538461539
387,8,148,rpc,0.22478576137112727
388,12,170,rpc,0.213840830449827
389,13,1705,rpc,0.004105571847507331
390,15,575,rpc,0.0017391304347826088
391,7,288,memcached,0.4951304200542013
392,8,148,memcached,0.5001647989452866
393,9,13,memcached,0.27078335356537664
394,12,518,memcached,0.8397683397683398
395,13,9,memcached,0.3883805281145748
396,13,1705,memcached,0.9794721407624634
397,16,137,memcached,0.9416058394160584
398,2,80,db,0.009597986577181215
399,3,33,db,0.07224011887455542
400,3,267,db,0.012824784505364957
401,9,384,db,0.028645833333333325
402,15,575,db,0.3373913043478261
403,3,3761,mq,0.00026588673225206064
404,4,284,mq,0.01704966641957005
405,6,191,mq,0.0353722385391393
406,6,335,mq,0.011940298507462687
407,13,218,mq,0.0886850152905199
408,3,1318,rpc,0.004248861911987861
409,3,3761,rpc,0.10555703270406806
410,6,191,rpc,0.14480909206997827
411,13,218,rpc,0.10550458715596328
412,6,468,memcached,0.8554131054131053
413,1,59,db,0.0853222052338657
414,6,191,db,0.3441450644872941
415,1,59,mq,0.009909874591081582
416,3,911,mq,0.0001407301077992626
417,8,1532,mq,0.09921671018276762
418,9,538,mq,0.06319702602230483
419,1,59,rpc,0.18257691587278727
420,6,335,rpc,0.12835820895522387
421,6,468,rpc,0.14458689458689458
422,9,538,rpc,0.4888475836431227
423,16,249,rpc,0.004016064257028112
424,1,59,memcached,0.7197545545493222
425,3,911,memcached,0.9964254552618989
426,3,3761,memcached,0.06328104227599042
427,4,284,memcached,0.7572275759822089
428,8,1532,memcached,0.6553524804177546
429,13,218,memcached,0.6596330275229358
430,3,911,db,0.0007599425821160178
431,4,284,db,0.1469607116382506
432,6,335,db,0.2961194029850746
433,13,218,db,0.14617737003058104
434,16,249,db,0.3514056224899599
435,1,59,http,0.0024364497529428394
436,1,814,rpc,0.006142506142506142
437,3,911,rpc,0.002673872048185988
438,4,284,rpc,0.07876204595997037
439,1,814,memcached,0.993857493857494
440,3,1318,memcached,0.9949924127465858
441,6,191,memcached,0.4756736049035882
442,6,335,memcached,0.5635820895522388
443,9,538,memcached,0.3726765799256505
444,16,249,memcached,0.6445783132530121
445,3,1318,db,0.0007587253414264037
446,3,3761,db,0.8308960382876894
447,8,1532,db,0.2454308093994778
448,9,538,db,0.07527881040892194
449,6,75,http,0.0004761904761904762
450,6,75,mq,0.04277777777777785
451,3,1277,rpc,0.002349256068911511
452,4,62,rpc,0.050141820104802635
453,2,682,memcached,0.9926686217008798
454,3,1277,memcached,0.9968676585747848
455,3,1629,memcached,0.9966236955187232
456,6,75,memcached,0.4320634920634927
457,23,27,memcached,0.7493827160493827
458,27,23,memcached,0.9538043478260868
459,2,682,db,0.0029325513196480947
460,3,1277,db,0.0007830853563038371
461,3,1629,db,0.0003069367710251688
462,6,75,db,0.38698412698412704
463,7,448,db,0.012276785714285714
464,10,274,db,0.09671532846715328
465,2,181,http,0.0033567127724880128
466,4,62,http,0.0002502707731811534
467,2,181,mq,0.005237516816216711
468,2,682,mq,0.0007331378299120237
469,4,62,mq,0.012490915312329412
470,5,1474,mq,0.2408412483039349
471,6,793,mq,1.0
472,10,190,mq,0.007894736842105262
473,23,27,mq,0.006790123456790122
474,1,1121,rpc,0.004906333630686887
475,2,181,rpc,0.04956702323576659
476,2,682,rpc,0.003665689149560117
477,5,1474,rpc,0.012211668928086837
478,6,75,rpc,0.13769841269841293
479,6,1431,rpc,0.07826694619147449
480,8,278,rpc,0.9514388489208636
481,9,231,rpc,0.7359307359307359
482,10,190,rpc,0.8973684210526316
483,1,1121,memcached,0.9950936663693132
484,5,1474,memcached,0.7428765264586159
485,6,1431,memcached,0.9196366177498252
486,7,448,memcached,0.0011160714285714283
487,8,278,memcached,0.004946043165467625
488,8,603,memcached,0.0027639579878385853
489,9,231,memcached,0.19384319384319385
490,2,181,db,0.038504238339667984
491,4,62,db,0.0681825251614035
492,8,278,db,0.04361510791366906
493,9,231,db,0.06974506974506972
494,10,190,db,0.07105263157894738
495,23,27,db,0.15987654320987651
496,7,448,mq,0.5
497,9,231,mq,0.00048100048100048096
498,10,274,mq,0.14233576642335766
499,16,40,mq,0.2087389380530972
500,3,1629,rpc,0.0030693677102516877
501,7,448,rpc,0.4866071428571429
502,8,452,rpc,0.7042772861356932
503,8,603,rpc,0.9773355444997236
504,10,274,rpc,0.0018248175182481753
505,16,40,rpc,0.2353982300884956
506,23,27,rpc,0.08395061728395073
507,27,23,rpc,0.04619565217391304
508,2,181,memcached,0.9033345088358604
509,4,62,memcached,0.8689344686482825
510,10,190,memcached,0.02368421052631579
511,10,274,memcached,0.7591240875912408
512,16,40,memcached,0.3636061946902655
513,5,1474,db,0.004070556309362279
514,6,1431,db,0.0020964360587002093
515,8,452,db,0.2957227138643068
516,8,603,db,0.01990049751243781
517,16,40,db,0.1922566371681416
518,3,858,http,0.0005297732570459843
519,2,397,mq,0.00016792611251049538
520,4,469,mq,0.15191897654584222
521,2,397,rpc,0.052728799328295536
522,3,858,rpc,0.004609027336300064
523,4,469,rpc,0.08972992181947405
524,4,516,rpc,0.03448275862068965
525,10,83,rpc,0.18990246701090047
526,12,397,rpc,0.0025188916876574307
527,3,858,memcached,0.9917355371900828
528,4,469,memcached,0.6425017768301351
529,2,957,db,0.33159177986764193
530,4,469,db,0.11584932480454868
531,9,171,db,0.36657433056325023
532,10,139,db,0.19424460431654675
533,10,443,db,0.0945573112616002
534,15,209,db,0.5933014354066986
535,4,516,mq,0.008487035551991446
536,10,83,mq,0.0720022948938612
537,10,139,mq,0.06495979686838764
538,10,443,mq,0.0980687233508904
539,1,856,rpc,0.25905373831775697
540,2,957,rpc,0.0017415534656913968
541,6,473,rpc,0.2858350951374207
542,9,171,rpc,0.21883656509695287
543,15,209,rpc,0.0215311004784689
544,1,579,memcached,0.9457482474855228
545,2,957,memcached,0.6666666666666666
546,4,516,memcached,0.9180032076984764
547,9,171,memcached,0.36380424746075707
548,10,139,memcached,0.6409225560727887
549,1,579,mq,0.00203190084323885
550,3,858,mq,0.0006887052341597797
551,6,473,mq,0.020295983086680763
552,9,171,mq,0.05078485687903971
553,1,579,rpc,0.03200243828101189
554,10,139,rpc,0.09987304274227678
555,10,443,rpc,0.18760973162779032
556,1,856,memcached,0.7409462616822429
557,2,397,memcached,0.944752308984047
558,6,473,memcached,0.4816067653276955
559,10,83,memcached,0.6174698795180723
560,10,443,memcached,0.6197642337597191
561,12,397,memcached,0.8942065491183879
562,15,209,memcached,0.38516746411483255
563,1,579,db,0.02021741339022656
564,2,397,db,0.002350965575146936
565,3,858,db,0.002436956982411528
566,4,516,db,0.03902699812884256
567,6,473,db,0.21226215644820293
568,10,83,db,0.12062535857716584
569,12,397,db,0.10327455919395466
570,3,177,http,0.000620518132640755
571,3,736,http,5.907372400756144e-05
572,12,179,mq,0.032588454376163874
573,1,41,rpc,0.3041450800906359
574,3,177,rpc,0.028607220362335917
575,12,179,rpc,0.2467411545623837
576,3,177,memcached,0.9430741335681956
577,4,2133,memcached,0.9991235043519024
578,7,395,memcached,0.29873417721518986
579,8,82,memcached,0.17744414839106362
580,9,711,memcached,0.0014064697609001409
581,10,1748,memcached,0.6836384439359268
582,10,1748,db,0.16933638443935928
583,25,35,db,0.0031746031746031746
584,1,41,http,0.0015868461693807838
585,1,41,mq,0.033817208131083416
586,3,177,mq,0.015529633910982357
587,3,736,mq,0.0001772211720226843
588,7,395,mq,0.4776371308016877
589,3,736,rpc,0.006468572778827978
590,4,1314,rpc,0.0009184905264262844
591,7,395,rpc,0.04472573839662447
592,8,82,rpc,0.3630354580856738
593,8,226,rpc,0.8876106194690265
594,1,41,memcached,0.5385551987838538
595,3,736,memcached,0.9916706049149338
596,3,1350,memcached,0.9980506822612084
597,8,226,memcached,0.014601769911504425
598,9,395,memcached,0.2727848101265823
599,12,179,memcached,0.5223463687150838
600,25,35,memcached,0.9444444444444444
601,7,395,db,0.1789029535864979
602,8,226,db,0.097787610619469
603,9,711,db,0.01969057665260197
604,8,82,mq,0.08956753433080543
605,10,1748,mq,0.14702517162471396
606,3,1350,rpc,0.0019103313840155946
607,4,2133,rpc,0.0008764956480971892
608,9,395,rpc,0.3905063291139241
609,9,711,rpc,0.978902953586498
610,25,35,rpc,0.05238095238095234
611,4,1314,memcached,0.9990815094735742
612,1,41,db,0.12189566682504628
613,3,177,db,0.012168494025845038
614,3,736,db,0.0016245274102079398
615,3,1350,db,3.8986354775828455e-05
616,8,82,db,0.3699528591924571
617,9,395,db,0.3367088607594937
618,12,179,db,0.1983240223463687
619,3,2030,mq,0.0004926108374384236
620,1,2386,rpc,0.8839061190276614
621,2,846,rpc,0.11394799054373525
622,4,1982,rpc,0.0005045408678102925
623,1,2386,memcached,0.00796311818943839
624,2,620,memcached,0.9782258064516132
625,2,846,memcached,0.6860520094562647
626,8,625,memcached,0.0026666666666666666
627,27,29,memcached,0.9404388714733544
628,15,80,db,0.3334905660377358
629,2,620,http,0.004032258064516129
630,2,620,mq,0.0008064516129032258
631,2,846,mq,0.013947990543735227
632,3,980,mq,8.503401360544217e-05
633,11,433,mq,0.13625866050808313
634,15,80,mq,0.029481132075471688
635,2,620,rpc,0.004301075268817204
636,3,980,rpc,0.002274659863945577
637,8,563,rpc,0.9761989342806394
638,8,625,rpc,0.9781333333333334
639,15,80,rpc,0.37311320754716987
640,11,433,memcached,0.8614318706697459
641,15,80,memcached,0.2639150943396227
642,1,2386,db,0.10226320201173512
643,2,620,db,0.012634408602150538
644,3,2030,db,0.001477832512315271
645,1,2386,mq,0.00586756077116513
646,3,2030,rpc,0.0019704433497536944
647,27,29,rpc,0.04075235109717868
648,3,980,memcached,0.9957057823129252
649,3,2030,memcached,0.9960591133004926
650,4,1982,memcached,0.9994954591321896
651,8,563,memcached,0.003197158081705151
652,2,846,db,0.1860520094562648
653,3,980,db,0.001934523809523809
654,8,563,db,0.02060390763765542
655,8,625,db,0.0192
656,11,433,db,0.002309468822170901
657,27,29,db,0.01880877742946709
658,12,17,http,0.02597426406930816
659,17,12,http,0.0022013419826567675
660,4,108,mq,0.0181150424167184
661,10,79,mq,0.046757943683802664
662,3,1850,rpc,0.001081081081081081
663,4,108,rpc,0.08291951169046158
664,6,677,memcached,0.638109305760709
665,15,406,memcached,0.6912972085385878
666,2,138,db,0.0357836069210292
667,6,677,db,0.3249630723781389
668,9,357,db,0.03361344537815126
669,10,79,db,0.15092999225006432
670,10,553,mq,0.1193490054249548
671,12,17,mq,0.09102399833777744
672,17,12,mq,0.42152633808154455
673,9,357,rpc,0.4789915966386555
674,12,17,rpc,0.4276220236337075
675,13,1890,rpc,0.0021164021164021165
676,15,406,rpc,0.0016420361247947454
677,17,12,rpc,0.2348497514434119
678,9,357,memcached,0.4117647058823529
679,12,17,db,0.15172465772678845
680,15,406,db,0.2553366174055829
681,17,12,db,0.16683385719699512
682,2,138,http,0.0011322463768115955
683,2,138,mq,0.008859250221827862
684,6,677,mq,0.035450516986706065
685,9,357,mq,0.07563025210084033
686,15,406,mq,0.05172413793103448
687,2,138,rpc,0.08158643892339526
688,6,677,rpc,0.0014771048744460858
689,10,79,rpc,0.2544562128648927
690,2,138,memcached,0.8726384575569351
691,3,1850,memcached,0.9989189189189188
692,4,108,memcached,0.7091558038485407
693,10,79,memcached,0.5478558512012399
694,10,553,memcached,0.7486437613019892
695,12,17,memcached,0.3036550562324181
696,13,1890,memcached,0.9835978835978836
697,17,12,memcached,0.17458871129539216
698,4,108,db,0.1898096420442789
699,10,553,db,0.13200723327305605
700,13,1890,db,0.014285714285714284
701,1,393,mq,0.01474330190091304
702,5,285,mq,0.05486443381180222
703,10,661,mq,0.12254160363086232
704,4,253,rpc,0.12839035027940573
705,4,2222,rpc,0.995049504950495
706,5,629,rpc,0.001589825119236884
707,4,253,memcached,0.6519013220662396
708,4,3331,memcached,0.5034524166916842
709,10,661,memcached,0.8305597579425114
710,4,253,db,0.2078506201444732
711,4,3331,db,0.4965475833083158
712,8,535,db,0.0205607476635514
713,4,253,mq,0.011857707509881422
714,5,629,mq,0.034976152623211444
715,1,393,rpc,0.15035174375093552
716,5,285,rpc,0.0784688995215311
717,1,393,memcached,0.808786109863793
718,4,2222,memcached,0.0018001800180018
719,5,285,memcached,0.4960127591706538
720,5,629,memcached,0.6470588235294118
721,1,393,db,0.026118844484358632
722,5,629,db,0.3163751987281399
723,10,661,db,0.04689863842662632
724,4,2222,mq,0.00045004500450045
725,8,535,rpc,0.9757009345794392
726,8,535,memcached,0.003738317757009346
727,4,2222,db,0.0027002700270027003
728,5,285,db,0.3706539074960128
729,1,1067,http,0.004686035613870665
730,2,133,http,0.000930025411961964
731,3,301,http,0.0012331529544894009
732,3,307,http,0.0010783800335496011
733,6,660,http,0.011111111111111113
734,1,1067,mq,0.0004686035613870666
735,2,133,mq,0.0032878363155274945
736,6,251,mq,0.0597609561752988
737,6,660,mq,0.006060606060606061
738,7,512,mq,0.017578125
739,17,119,mq,0.008403361344537815
740,1,1067,rpc,0.0951265229615745
741,4,1111,rpc,0.03330333033303332
742,6,251,rpc,0.05514782973369679
743,16,118,rpc,0.16101694915254236
744,3,301,memcached,0.9715214205922076
745,3,411,memcached,0.9776213995366956
746,14,434,memcached,0.8594470046082949
747,3,301,db,0.006407559469405738
748,6,251,db,0.16460473893898092
749,8,211,db,0.227209367159186
750,3,301,mq,0.001876326848399553
751,3,411,mq,0.006767486923962312
752,8,211,mq,0.007527181488709227
753,14,434,mq,0.07373271889400923
754,16,118,mq,0.0288135593220339
755,4,1422,rpc,0.00023441162681669023
756,9,56,rpc,0.5482343943669399
